learner_token,activity_date,cohort_month,deployment_month_number,activities_started_today,activities_completed_today,certifications_earned_today,categories_active_today,activities_started_total,activities_completed_total,certifications_earned_total,session_count,engaged_session_count,avg_words_per_session,scaffold_clarification_per_session,scaffold_decomposition_per_session,scaffold_consecutive_correction_runs,scaffold_convergence_trend,reasoning_level_0,reasoning_level_1,reasoning_level_2,reasoning_level_3,reasoning_chain_count,metacog_verification_rate,metacog_reactive_rate,metacog_strategic_rate,ai_prof_application_score,ai_prof_ethics_score,ai_prof_understanding_score,ai_prof_verification_score,ai_prof_min_score,ai_prof_cert_level,cognitive_score,critical_thinking_score,problem_solving_score,creativity_score,pue_score,pue_energy_constraint_pct,pue_market_pricing_pct,pue_enterprise_planning_pct,pue_learner_initiated_pct,pue_multi_domain_pct,pue_local_context_pct,role_readiness_signal,role_teaching_intent_count,role_community_application_count,role_enterprise_orientation_count,role_intergenerational_count,peer_diffusion_signal,cert_attempted_count,cert_passed_count,cert_avg_score,cert_names_passed,ci_tracks_active_count,ci_certs_passed_count,artifact_produced,artifact_quality_score,artifact_goal_specificity,artifact_resource_spec,artifact_implementation_steps,artifact_constraint_integration,artifact_quantitative_reasoning,artifact_feasibility,is_persistent_learner,site
0df5f189d855478e76a6c59ff8a59c52,2026-04-01,2026-04-01,11,1,0,0,"[""Listening & Response""]",83,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-02,2026-04-01,11,0,0,0,null,83,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-03,2026-04-01,11,0,0,0,null,83,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-04,2026-04-01,11,145,0,0,"[""AI Proficiency"",""Oral Expression"",""Skills"",""Tech Workshop""]",228,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-05,2026-04-01,11,0,0,0,null,228,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-06,2026-04-01,11,0,0,0,null,228,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-07,2026-04-01,11,0,0,0,null,228,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-08,2026-04-01,11,0,0,0,null,228,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-09,2026-04-01,11,0,0,0,null,228,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-10,2026-04-01,11,0,0,0,null,228,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-11,2026-04-01,11,0,0,0,null,228,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-12,2026-04-01,11,0,0,0,null,228,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-13,2026-04-01,11,0,0,0,null,228,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-14,2026-04-01,11,0,0,0,null,228,0,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-15,2026-04-01,11,4,4,0,"[""Image Generation"",""Video Generation""]",232,4,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-16,2026-04-01,11,5,4,0,"[""Certification"",""Image Generation"",""Video Generation""]",237,8,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-17,2026-04-01,11,1,0,0,"[""Certification""]",238,8,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-18,2026-04-01,11,0,0,0,null,238,8,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-19,2026-04-01,11,0,0,0,null,238,8,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-20,2026-04-01,11,3,2,0,"[""Certification"",""Image Generation"",""Video Generation""]",241,10,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-21,2026-04-01,11,0,0,0,null,241,10,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-22,2026-04-01,11,0,0,0,null,241,10,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-23,2026-04-01,11,7,5,0,"[""Certification"",""Community Impact"",""Voice Generation""]",248,15,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-24,2026-04-01,11,0,0,0,null,248,15,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-25,2026-04-01,11,8,7,0,"[""Community Impact""]",256,22,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-26,2026-04-01,11,0,0,0,null,256,22,0,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-27,2026-04-01,11,4,2,2,"[""Certification""]",260,24,2,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-28,2026-04-01,11,3,1,0,"[""Certification"",""Community Impact""]",263,25,2,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
0df5f189d855478e76a6c59ff8a59c52,2026-04-29,2026-04-01,11,2,2,2,"[""Certification""]",265,27,4,0,0,null,14.00,0.00,1.00,insufficient_data,null,null,null,null,0,0.00,0.00,0.00,null,null,null,null,null,Not Attempted,32.00,18.00,10.00,22.00,2.00,0.0,0.0,0.0,0.0,0.0,0.0,null,0,0,0,0,null,4,0,0.00,[],0,0,null,null,null,null,null,null,null,null,null,Oloibiri
